id;target;response;autoscore;numwords;sessid;block;trial;hint;sentid;snr;audio;speaker;gender;nativelanguage;level;timestamp
1097;They're pushing an old car.;They're pushing the old car.;4;5;35;3;5;1;35;0;ALL_058_F_ENG_ENG_HT1_S035;58;1;ENG;69;05/09/2023 20:22
1097;The food is expensive.;The food is expensive.;4;4;36;3;6;1;36;0;ALL_058_F_ENG_ENG_HT1_S036;58;1;ENG;69;05/09/2023 20:22
1097;The children are walking home.;The children are walking home.;5;5;37;3;7;1;37;0;ALL_058_F_ENG_ENG_HT1_S037;58;1;ENG;69;05/09/2023 20:22
1097;They had two empty bottles.;They had two empty boxes.;4;5;38;3;8;1;38;0;ALL_058_F_ENG_ENG_HT1_S038;58;1;ENG;69;05/09/2023 20:22
1097;Milk comes in a carton.;Milk comes in a carton.;5;5;39;3;9;1;39;0;ALL_058_F_ENG_ENG_HT1_S039;58;1;ENG;69;05/09/2023 20:23
1097;The dog sleeps in a basket.;The dog sleeps in a basket.;6;6;40;3;10;1;40;0;ALL_058_F_ENG_ENG_HT1_S040;58;1;ENG;69;05/09/2023 20:23
1097;The house had nine bedrooms.;The house have nine bedrooms.;4;5;41;3;11;1;41;0;ALL_058_F_ENG_ENG_HT1_S041;58;1;ENG;69;05/09/2023 20:23
1097;They're shopping for school clothes.;They're shopping for school books.;4;5;42;3;12;1;42;0;ALL_058_F_ENG_ENG_HT1_S042;58;1;ENG;69;05/09/2023 20:24
1097;They're playing in the park.;They;0;5;43;3;13;1;43;0;ALL_058_F_ENG_ENG_HT1_S043;58;1;ENG;69;05/09/2023 20:24
1097;Rain is good for trees.;Rain is good for trees.;5;5;44;3;14;1;44;0;ALL_058_F_ENG_ENG_HT1_S044;58;1;ENG;69;05/09/2023 20:25
1097;They sat on a wooden bench.;They sat on a wooden bench.;6;6;45;3;15;1;45;0;ALL_058_F_ENG_ENG_HT1_S045;58;1;ENG;69;05/09/2023 20:25
1097;The child drank some fresh milk.;The child drank some fresh milk.;6;6;46;4;1;1;46;2;ALL_058_F_ENG_ENG_HT1_S046;58;1;ENG;69;05/09/2023 20:25
1097;The baby slept all night.;The baby slept all night.;5;5;47;4;2;1;47;2;ALL_058_F_ENG_ENG_HT1_S047;58;1;ENG;69;05/09/2023 20:25
1097;The salt shaker is empty.;The salt shaker is empty.;5;5;48;4;3;1;48;2;ALL_058_F_ENG_ENG_HT1_S048;58;1;ENG;69;05/09/2023 20:26
1097;The policeman knows the way.;The policeman knows the way.;5;5;49;4;4;1;49;2;ALL_058_F_ENG_ENG_HT1_S049;58;1;ENG;69;05/09/2023 20:26
1097;The buckets fill up quickly.;The buckets fill up quickley.;4;5;50;4;5;1;50;2;ALL_058_F_ENG_ENG_HT1_S050;58;1;ENG;69;05/09/2023 20:26
1097;The boy is running away.;The boy is running away.;5;5;51;4;6;1;51;2;ALL_058_F_ENG_ENG_HT1_S051;58;1;ENG;69;05/09/2023 20:26
1097;A towel is near the sink.;A towel is near the sink.;6;6;52;4;7;1;52;2;ALL_058_F_ENG_ENG_HT1_S052;58;1;ENG;69;05/09/2023 20:26
1097;Flowers can grow in the pot.;Flowers can grow in the pot.;6;6;53;4;8;1;53;2;ALL_058_F_ENG_ENG_HT1_S053;58;1;ENG;69;05/09/2023 20:27
1097;He's skating with his friend.;He's skating with his friend.;5;5;54;4;9;1;54;2;ALL_058_F_ENG_ENG_HT1_S054;58;1;ENG;69;05/09/2023 20:27
1097;The janitor swept the floor.;The janitor swept the floor.;5;5;55;4;10;1;55;2;ALL_058_F_ENG_ENG_HT1_S055;58;1;ENG;69;05/09/2023 20:27
1097;The lady washed the shirt.;The lady washed the shirt.;5;5;56;4;11;1;56;2;ALL_058_F_ENG_ENG_HT1_S056;58;1;ENG;69;05/09/2023 20:27
1097;She took off her fur coat.;She took off her fur coat.;6;6;57;4;12;1;57;2;ALL_058_F_ENG_ENG_HT1_S057;58;1;ENG;69;05/09/2023 20:28
1097;The match boxes are empty.;The match boxes are empty.;5;5;58;4;13;1;58;2;ALL_058_F_ENG_ENG_HT1_S058;58;1;ENG;69;05/09/2023 20:28
1097;The man is painting a sign.;The man is painting a sign.;6;6;59;4;14;1;59;2;ALL_058_F_ENG_ENG_HT1_S059;58;1;ENG;69;05/09/2023 20:28
1097;The dog came home at last.;The dog came home last.;5;6;60;4;15;1;60;2;ALL_058_F_ENG_ENG_HT1_S060;58;1;ENG;69;05/09/2023 20:28
1097;They heard a funny noise.;They heard a funny noise.;5;5;61;5;1;2;1;4;ALL_058_F_ENG_ENG_HT2_S001;58;1;ENG;69;05/09/2023 20:29
1097;They found his brother hiding.;They found his brother hiding.;5;5;62;5;2;2;2;4;ALL_058_F_ENG_ENG_HT2_S002;58;1;ENG;69;05/09/2023 20:29
1097;The dog played with a stick.;The dog played with a stick.;6;6;63;5;3;2;3;4;ALL_058_F_ENG_ENG_HT2_S003;58;1;ENG;69;05/09/2023 20:30
1097;The book tells a story.;The book tells a story.;5;5;64;5;4;2;4;4;ALL_058_F_ENG_ENG_HT2_S004;58;1;ENG;69;05/09/2023 20:30
1097;The matches are on a shelf.;The matches are on a shelf.;6;6;65;5;5;2;5;4;ALL_058_F_ENG_ENG_HT2_S005;58;1;ENG;69;05/09/2023 20:30
1097;The milk was by the front door.;The milk was by the front door.;7;7;66;5;6;2;6;4;ALL_058_F_ENG_ENG_HT2_S006;58;1;ENG;69;05/09/2023 20:30
1097;The broom was in the corner.;The broom is in the corner.;5;6;67;5;7;2;7;4;ALL_058_F_ENG_ENG_HT2_S007;58;1;ENG;69;05/09/2023 20:30
1097;The new road is on the map.;The new road is on the map.;7;7;68;5;8;2;8;4;ALL_058_F_ENG_ENG_HT2_S008;58;1;ENG;69;05/09/2023 20:31
1097;She lost her credit card.;She lost her credit card.;5;5;69;5;9;2;9;4;ALL_058_F_ENG_ENG_HT2_S009;58;1;ENG;69;05/09/2023 20:31
1097;The team is playing well.;The team is playing well.;5;5;70;5;10;2;10;4;ALL_058_F_ENG_ENG_HT2_S010;58;1;ENG;69;05/09/2023 20:31
1097;The boy did a handstand.;The boy did a handstand.;5;5;71;5;11;2;11;4;ALL_058_F_ENG_ENG_HT2_S011;58;1;ENG;69;05/09/2023 20:31
1097;They took some food outside.;They took some food outside.;5;5;72;5;12;2;12;4;ALL_058_F_ENG_ENG_HT2_S012;58;1;ENG;69;05/09/2023 20:32
1097;The young people are dancing.;The young people are dancing.;5;5;73;5;13;2;13;4;ALL_058_F_ENG_ENG_HT2_S013;58;1;ENG;69;05/09/2023 20:32
1097;They waited for an hour.;They waited for an hour.;5;5;74;5;14;2;14;4;ALL_058_F_ENG_ENG_HT2_S014;58;1;ENG;69;05/09/2023 20:32
1097;The shirts are in the closet.;The shirts are in the closet.;6;6;75;5;15;2;15;4;ALL_058_F_ENG_ENG_HT2_S015;58;1;ENG;69;05/09/2023 20:32
1097;They watched the scary movie.;They watched the scary movie.;5;5;76;6;1;2;16;6;ALL_058_F_ENG_ENG_HT2_S016;58;1;ENG;69;05/09/2023 20:33
1097;The milk is in a pitcher.;The milk is in a pitcher.;6;6;77;6;2;2;17;6;ALL_058_F_ENG_ENG_HT2_S017;58;1;ENG;69;05/09/2023 20:33
1097;The truck drove up the road.;The truck drove up the road.;6;6;78;6;3;2;18;6;ALL_058_F_ENG_ENG_HT2_S018;58;1;ENG;69;05/09/2023 20:33
1097;The tall man tied his shoes.;The tall man tied his shoes.;6;6;79;6;4;2;19;6;ALL_058_F_ENG_ENG_HT2_S019;58;1;ENG;69;05/09/2023 20:33
1097;A letter fell on the floor.;A letter fell on the floor.;6;6;80;6;5;2;20;6;ALL_058_F_ENG_ENG_HT2_S020;58;1;ENG;69;05/09/2023 20:33
1097;The ball bounced very high.;The ball bounced very high.;5;5;81;6;6;2;21;6;ALL_058_F_ENG_ENG_HT2_S021;58;1;ENG;69;05/09/2023 20:34
1097;Mother cut the birthday cake.;Mother cut the birthday cake.;5;5;82;6;7;2;22;6;ALL_058_F_ENG_ENG_HT2_S022;58;1;ENG;69;05/09/2023 20:34
1097;The football game is over.;The football game is over.;5;5;83;6;8;2;23;6;ALL_058_F_ENG_ENG_HT2_S023;58;1;ENG;69;05/09/2023 20:34
1097;She stood near the window.;She stood near the window.;5;5;84;6;9;2;24;6;ALL_058_F_ENG_ENG_HT2_S024;58;1;ENG;69;05/09/2023 20:34
1097;The kitchen clock was wrong.;The kitchen clock was wrong.;5;5;85;6;10;2;25;6;ALL_058_F_ENG_ENG_HT2_S025;58;1;ENG;69;05/09/2023 20:34
1097;The children helped their teacher.;The children helped their teacher.;5;5;86;6;11;2;26;6;ALL_058_F_ENG_ENG_HT2_S026;58;1;ENG;69;05/09/2023 20:35
1097;They carried some shopping bags.;They carried some shopping bags.;5;5;87;6;12;2;27;6;ALL_058_F_ENG_ENG_HT2_S027;58;1;ENG;69;05/09/2023 20:35
1097;Someone is crossing the road.;Someone is crossing the road.;5;5;88;6;13;2;28;6;ALL_058_F_ENG_ENG_HT2_S028;58;1;ENG;69;05/09/2023 20:35
1097;She uses her spoon to eat.;She uses her spoon to eat.;6;6;89;6;14;2;29;6;ALL_058_F_ENG_ENG_HT2_S029;58;1;ENG;69;05/09/2023 20:35
1097;The cat lay on the bed.;The cat lay on the bed.;6;6;90;6;15;2;30;6;ALL_058_F_ENG_ENG_HT2_S030;58;1;ENG;69;05/09/2023 20:36
1097;They're running past the house.;They're running past the house.;5;5;91;7;1;2;31;8;ALL_058_F_ENG_ENG_HT2_S031;58;1;ENG;69;05/09/2023 20:36
1097;He's washing his face with soap.;He's washing his face with soap.;6;6;92;7;2;2;32;8;ALL_058_F_ENG_ENG_HT2_S032;58;1;ENG;69;05/09/2023 20:36
1097;The dog is chasing the cat.;The dog is chasing the cat.;6;6;93;7;3;2;33;8;ALL_058_F_ENG_ENG_HT2_S033;58;1;ENG;69;05/09/2023 20:37
1097;The milkman drives a small truck.;The milkman drives a small truck.;6;6;94;7;4;2;34;8;ALL_058_F_ENG_ENG_HT2_S034;58;1;ENG;69;05/09/2023 20:37
1097;The bus leaves before the train.;The bus leaves before the train.;6;6;95;7;5;2;35;8;ALL_058_F_ENG_ENG_HT2_S035;58;1;ENG;69;05/09/2023 20:37
1097;The baby has blue eyes.;The baby has blue eyes.;5;5;96;7;6;2;36;8;ALL_058_F_ENG_ENG_HT2_S036;58;1;ENG;69;05/09/2023 20:37
1097;The bag fell off the shelf.;The bag fell off the shelf.;6;6;97;7;7;2;37;8;ALL_058_F_ENG_ENG_HT2_S037;58;1;ENG;69;05/09/2023 20:37
1097;They are coming for dinner.;They are comming for dinner.;4;5;98;7;8;2;38;8;ALL_058_F_ENG_ENG_HT2_S038;58;1;ENG;69;05/09/2023 20:38
1097;They wanted some potatoes.;They wanted some potatos.;3;4;99;7;9;2;39;8;ALL_058_F_ENG_ENG_HT2_S039;58;1;ENG;69;05/09/2023 20:38
1097;They knocked on the window.;They knocked on the window.;5;5;100;7;10;2;40;8;ALL_058_F_ENG_ENG_HT2_S040;58;1;ENG;69;05/09/2023 20:38
1097;School got out early today.;School got out early today.;5;5;101;7;11;2;41;8;ALL_058_F_ENG_ENG_HT2_S041;58;1;ENG;69;05/09/2023 20:38
1097;The football hit the goalpost.;The football hit the goalpost.;5;5;102;7;12;2;42;8;ALL_058_F_ENG_ENG_HT2_S042;58;1;ENG;69;05/09/2023 20:38
1097;The boy ran away from school.;The boy ran away from school.;6;6;103;7;13;2;43;8;ALL_058_F_ENG_ENG_HT2_S043;58;1;ENG;69;05/09/2023 20:39
1097;Sugar is very sweet.;Sugar is very sweet.;4;4;104;7;14;2;44;8;ALL_058_F_ENG_ENG_HT2_S044;58;1;ENG;69;05/09/2023 20:39
1097;The two children are laughing.;The two children are laughing.;5;5;105;7;15;2;45;8;ALL_058_F_ENG_ENG_HT2_S045;58;1;ENG;69;05/09/2023 20:39
1097;The firetruck is coming.;The firetruck is coming;4;4;106;8;1;2;46;Q;ALL_058_F_ENG_ENG_HT2_S046;58;1;ENG;69;05/09/2023 20:40
1097;Mother got a sauce pan.;Mother got a sauce pan.;5;5;107;8;2;2;47;Q;ALL_058_F_ENG_ENG_HT2_S047;58;1;ENG;69;05/09/2023 20:40
1097;The baby wants his bottle.;The baby wants his bottle.;5;5;108;8;3;2;48;Q;ALL_058_F_ENG_ENG_HT2_S048;58;1;ENG;69;05/09/2023 20:40
1097;The ball broke the window.;The ball broke the window.;5;5;109;8;4;2;49;Q;ALL_058_F_ENG_ENG_HT2_S049;58;1;ENG;69;05/09/2023 20:40
1097;There was a bad train wreck.;There was a bad train wreck.;6;6;110;8;5;2;50;Q;ALL_058_F_ENG_ENG_HT2_S050;58;1;ENG;69;05/09/2023 20:40
1097;The waiter brought the cream.;The waiter brought the cream.;5;5;111;8;6;2;51;Q;ALL_058_F_ENG_ENG_HT2_S051;58;1;ENG;69;05/09/2023 20:41
1097;The teapot is very hot.;The teapot is very hot.;5;5;112;8;7;2;52;Q;ALL_058_F_ENG_ENG_HT2_S052;58;1;ENG;69;05/09/2023 20:41
1097;The apple pie is good.;The apple pie is good.;5;5;113;8;8;2;53;Q;ALL_058_F_ENG_ENG_HT2_S053;58;1;ENG;69;05/09/2023 20:41
1097;The jelly jar was full.;The jelly jar was full.;5;5;114;8;9;2;54;Q;ALL_058_F_ENG_ENG_HT2_S054;58;1;ENG;69;05/09/2023 20:41
1097;The girl is washing her hair.;The girl is washing her hair.;6;6;115;8;10;2;55;Q;ALL_058_F_ENG_ENG_HT2_S055;58;1;ENG;69;05/09/2023 20:42
1097;The girl played with the baby.;The girl played with the baby.;6;6;116;8;11;2;56;Q;ALL_058_F_ENG_ENG_HT2_S056;58;1;ENG;69;05/09/2023 20:42
1097;The cow is milked every day.;The cow is milked every day.;6;6;117;8;12;2;57;Q;ALL_058_F_ENG_ENG_HT2_S057;58;1;ENG;69;05/09/2023 20:42
1097;They called an ambulance.;They called an ambulance.;4;4;118;8;13;2;58;Q;ALL_058_F_ENG_ENG_HT2_S058;58;1;ENG;69;05/09/2023 20:42
1097;They are drinking coffee.;They are drinking coffee.;4;4;119;8;14;2;59;Q;ALL_058_F_ENG_ENG_HT2_S059;58;1;ENG;69;05/09/2023 20:42
1097;He climbed up the ladder.;He climed up the ladder.;4;5;120;8;15;2;60;Q;ALL_058_F_ENG_ENG_HT2_S060;58;1;ENG;69;05/09/2023 20:43
1098;A boy fell from the window.;a forum sound sound;1;6;1;1;1;1;1;n4;ALL_058_F_ENG_ENG_HT1_S001;58;1;ENG;69;05/09/2023 20:04
1098;The wife helped her husband.;delight her husband;2;5;2;1;2;1;2;n4;ALL_058_F_ENG_ENG_HT1_S002;58;1;ENG;69;05/09/2023 20:04
1098;Big dogs can be dangerous.;big dogs can be dangerous;5;5;3;1;3;1;3;n4;ALL_058_F_ENG_ENG_HT1_S003;58;1;ENG;69;05/09/2023 20:04
1098;The shoes were very dirty.;her shoes were merry dirt;2;5;4;1;4;1;4;n4;ALL_058_F_ENG_ENG_HT1_S004;58;1;ENG;69;05/09/2023 20:05
1098;The player lost a shoe.;the player lost her shoe;4;5;5;1;5;1;5;n4;ALL_058_F_ENG_ENG_HT1_S005;58;1;ENG;69;05/09/2023 20:05
1098;Somebody stole the money.;somebody stole remote;2;4;6;1;6;1;6;n4;ALL_058_F_ENG_ENG_HT1_S006;58;1;ENG;69;05/09/2023 20:05
1098;The fire was very hot.;the fire was very hot;5;5;7;1;7;1;7;n4;ALL_058_F_ENG_ENG_HT1_S007;58;1;ENG;69;05/09/2023 20:05
1098;She's drinking from her own cup.;she's drinking from very;3;6;8;1;8;1;8;n4;ALL_058_F_ENG_ENG_HT1_S008;58;1;ENG;69;05/09/2023 20:05
1098;The picture came from a book.;the picture came on the phone;3;6;9;1;9;1;9;n4;ALL_058_F_ENG_ENG_HT1_S009;58;1;ENG;69;05/09/2023 20:05
1098;The car is going too fast.;the car is going too fast;6;6;10;1;10;1;10;n4;ALL_058_F_ENG_ENG_HT1_S010;58;1;ENG;69;05/09/2023 20:05
1098;The paint dripped on the ground.;the paint dripped on the ground;6;6;11;1;11;1;11;n4;ALL_058_F_ENG_ENG_HT1_S011;58;1;ENG;69;05/09/2023 20:05
1098;The towel fell on the floor.;the towel fell on the floor;6;6;12;1;12;1;12;n4;ALL_058_F_ENG_ENG_HT1_S012;58;1;ENG;69;05/09/2023 20:06
1098;The family likes fish.;she came likes to fish;2;4;13;1;13;1;13;n4;ALL_058_F_ENG_ENG_HT1_S013;58;1;ENG;69;05/09/2023 20:06
1098;The bananas are too ripe.;on to right;0;5;14;1;14;1;14;n4;ALL_058_F_ENG_ENG_HT1_S014;58;1;ENG;69;05/09/2023 20:06
1098;He grew lots of vegetables.;peking ducks likes vegetables;1;5;15;1;15;1;15;n4;ALL_058_F_ENG_ENG_HT1_S015;58;1;ENG;69;05/09/2023 20:06
1098;She argues with her sister.;she argues with her sister;5;5;16;2;1;1;16;n2;ALL_058_F_ENG_ENG_HT1_S016;58;1;ENG;69;05/09/2023 20:06
1098;The kitchen window was clean.;the kitchen window was cool;4;5;17;2;2;1;17;n2;ALL_058_F_ENG_ENG_HT1_S017;58;1;ENG;69;05/09/2023 20:06
1098;He hung up his raincoat.;he hung up his raincoat;5;5;18;2;3;1;18;n2;ALL_058_F_ENG_ENG_HT1_S018;58;1;ENG;69;05/09/2023 20:06
1098;The mailman brought a letter.;the mailman got a letter;4;5;19;2;4;1;19;n2;ALL_058_F_ENG_ENG_HT1_S019;58;1;ENG;69;05/09/2023 20:06
1098;The mother heard the baby.;her kitty;0;5;20;2;5;1;20;n2;ALL_058_F_ENG_ENG_HT1_S020;58;1;ENG;69;05/09/2023 20:06
1098;She found her purse in the trash.;she found her purse in the trash;7;7;21;2;6;1;21;n2;ALL_058_F_ENG_ENG_HT1_S021;58;1;ENG;69;05/09/2023 20:06
1098;The table has three legs.;the table has 3 rings;4;5;22;2;7;1;22;n2;ALL_058_F_ENG_ENG_HT1_S022;58;1;ENG;69;05/09/2023 20:07
1098;The children waved at the train.;the children moved up the trail;3;6;23;2;8;1;23;n2;ALL_058_F_ENG_ENG_HT1_S023;58;1;ENG;69;05/09/2023 20:07
1098;Her coat is on a chair.;her coat is on the chair;5;6;24;2;9;1;24;n2;ALL_058_F_ENG_ENG_HT1_S024;58;1;ENG;69;05/09/2023 20:07
1098;The girl is fixing her dress.;the girl is fixing her dress;6;6;25;2;10;1;25;n2;ALL_058_F_ENG_ENG_HT1_S025;58;1;ENG;69;05/09/2023 20:07
1098;It's time to go to bed.;it's time to go to bed;6;6;26;2;11;1;26;n2;ALL_058_F_ENG_ENG_HT1_S026;58;1;ENG;69;05/09/2023 20:07
1098;Mother read the instructions.;mother read the instructions;4;4;27;2;12;1;27;n2;ALL_058_F_ENG_ENG_HT1_S027;58;1;ENG;69;05/09/2023 20:07
1098;The dog is eating some meat.;the dog is eating some meat;6;6;28;2;13;1;28;n2;ALL_058_F_ENG_ENG_HT1_S028;58;1;ENG;69;05/09/2023 20:07
1098;Father forgot the bread.;father forgot the bread;4;4;29;2;14;1;29;n2;ALL_058_F_ENG_ENG_HT1_S029;58;1;ENG;69;05/09/2023 20:07
1098;The road goes up a hill.;the road goes on a perch;4;6;30;2;15;1;30;n2;ALL_058_F_ENG_ENG_HT1_S030;58;1;ENG;69;05/09/2023 20:07
1098;The painter uses a brush.;the painter uses the brush;4;5;31;3;1;1;31;0;ALL_058_F_ENG_ENG_HT1_S031;58;1;ENG;69;05/09/2023 20:08
1098;The family bought a house.;the family bought a house;5;5;32;3;2;1;32;0;ALL_058_F_ENG_ENG_HT1_S032;58;1;ENG;69;05/09/2023 20:08
1098;Swimmers can hold their breath.;swimmers can hog olders;2;5;33;3;3;1;33;0;ALL_058_F_ENG_ENG_HT1_S033;58;1;ENG;69;05/09/2023 20:08
1098;She cut the steak with her knife.;she cut the steak with her knife;7;7;34;3;4;1;34;0;ALL_058_F_ENG_ENG_HT1_S034;58;1;ENG;69;05/09/2023 20:08
1098;They're pushing an old car.;they are pushing an old car;4;5;35;3;5;1;35;0;ALL_058_F_ENG_ENG_HT1_S035;58;1;ENG;69;05/09/2023 20:08
1098;The food is expensive.;the food is expensive;4;4;36;3;6;1;36;0;ALL_058_F_ENG_ENG_HT1_S036;58;1;ENG;69;05/09/2023 20:08
1098;The children are walking home.;the children are walking home;5;5;37;3;7;1;37;0;ALL_058_F_ENG_ENG_HT1_S037;58;1;ENG;69;05/09/2023 20:08
1098;They had two empty bottles.;they had to empty lots;3;5;38;3;8;1;38;0;ALL_058_F_ENG_ENG_HT1_S038;58;1;ENG;69;05/09/2023 20:08
1098;Milk comes in a carton.;milk comes in a carton;5;5;39;3;9;1;39;0;ALL_058_F_ENG_ENG_HT1_S039;58;1;ENG;69;05/09/2023 20:08
1098;The dog sleeps in a basket.;the dog sleeps in a basket;6;6;40;3;10;1;40;0;ALL_058_F_ENG_ENG_HT1_S040;58;1;ENG;69;05/09/2023 20:09
1098;The house had nine bedrooms.;the house has nine bedrooms;4;5;41;3;11;1;41;0;ALL_058_F_ENG_ENG_HT1_S041;58;1;ENG;69;05/09/2023 20:09
1098;They're shopping for school clothes.;they're shopping for school clothes;5;5;42;3;12;1;42;0;ALL_058_F_ENG_ENG_HT1_S042;58;1;ENG;69;05/09/2023 20:09
1098;They're playing in the park.;they're playing in the [ark;4;5;43;3;13;1;43;0;ALL_058_F_ENG_ENG_HT1_S043;58;1;ENG;69;05/09/2023 20:09
1098;Rain is good for trees.;rain is good for trees;5;5;44;3;14;1;44;0;ALL_058_F_ENG_ENG_HT1_S044;58;1;ENG;69;05/09/2023 20:09
1098;They sat on a wooden bench.;they sat on a wooden bench;6;6;45;3;15;1;45;0;ALL_058_F_ENG_ENG_HT1_S045;58;1;ENG;69;05/09/2023 20:09
1098;The child drank some fresh milk.;the child drank some fresh milk;6;6;46;4;1;1;46;2;ALL_058_F_ENG_ENG_HT1_S046;58;1;ENG;69;05/09/2023 20:09
1098;The baby slept all night.;the baby slept all night;5;5;47;4;2;1;47;2;ALL_058_F_ENG_ENG_HT1_S047;58;1;ENG;69;05/09/2023 20:09
1098;The salt shaker is empty.;the salt shaker is empty;5;5;48;4;3;1;48;2;ALL_058_F_ENG_ENG_HT1_S048;58;1;ENG;69;05/09/2023 20:09
1098;The policeman knows the way.;the policeman knows the way;5;5;49;4;4;1;49;2;ALL_058_F_ENG_ENG_HT1_S049;58;1;ENG;69;05/09/2023 20:10
1098;The buckets fill up quickly.;the buckets fill up quickly;5;5;50;4;5;1;50;2;ALL_058_F_ENG_ENG_HT1_S050;58;1;ENG;69;05/09/2023 20:10
1098;The boy is running away.;the boys running away;3;5;51;4;6;1;51;2;ALL_058_F_ENG_ENG_HT1_S051;58;1;ENG;69;05/09/2023 20:10
1098;A towel is near the sink.;a towel is near the sink;6;6;52;4;7;1;52;2;ALL_058_F_ENG_ENG_HT1_S052;58;1;ENG;69;05/09/2023 20:10
1098;Flowers can grow in the pot.;flowers can grow in the pot;6;6;53;4;8;1;53;2;ALL_058_F_ENG_ENG_HT1_S053;58;1;ENG;69;05/09/2023 20:10
1098;He's skating with his friend.;he's skating with his friend;5;5;54;4;9;1;54;2;ALL_058_F_ENG_ENG_HT1_S054;58;1;ENG;69;05/09/2023 20:10
1098;The janitor swept the floor.;the janitors swept the floor;4;5;55;4;10;1;55;2;ALL_058_F_ENG_ENG_HT1_S055;58;1;ENG;69;05/09/2023 20:10
1098;The lady washed the shirt.;the lady washed the shirt;5;5;56;4;11;1;56;2;ALL_058_F_ENG_ENG_HT1_S056;58;1;ENG;69;05/09/2023 20:10
1098;She took off her fur coat.;she took off her coat;5;6;57;4;12;1;57;2;ALL_058_F_ENG_ENG_HT1_S057;58;1;ENG;69;05/09/2023 20:10
1098;The match boxes are empty.;the match boxes are empty;5;5;58;4;13;1;58;2;ALL_058_F_ENG_ENG_HT1_S058;58;1;ENG;69;05/09/2023 20:10
1098;The man is painting a sign.;the man is painting a sight;5;6;59;4;14;1;59;2;ALL_058_F_ENG_ENG_HT1_S059;58;1;ENG;69;05/09/2023 20:11
1098;The dog came home at last.;the dog came home at last;6;6;60;4;15;1;60;2;ALL_058_F_ENG_ENG_HT1_S060;58;1;ENG;69;05/09/2023 20:11
1098;They heard a funny noise.;they heard a funny noise;5;5;61;5;1;2;1;4;ALL_058_F_ENG_ENG_HT2_S001;58;1;ENG;69;05/09/2023 20:11
1098;They found his brother hiding.;they found his brother hiding;5;5;62;5;2;2;2;4;ALL_058_F_ENG_ENG_HT2_S002;58;1;ENG;69;05/09/2023 20:11
1098;The dog played with a stick.;the dog played with a stick;6;6;63;5;3;2;3;4;ALL_058_F_ENG_ENG_HT2_S003;58;1;ENG;69;05/09/2023 20:11
1098;The book tells a story.;the book tells a story;5;5;64;5;4;2;4;4;ALL_058_F_ENG_ENG_HT2_S004;58;1;ENG;69;05/09/2023 20:11
1098;The matches are on a shelf.;the matches are on a shelf;6;6;65;5;5;2;5;4;ALL_058_F_ENG_ENG_HT2_S005;58;1;ENG;69;05/09/2023 20:11
1098;The milk was by the front door.;the milk was by the front door;7;7;66;5;6;2;6;4;ALL_058_F_ENG_ENG_HT2_S006;58;1;ENG;69;05/09/2023 20:11
1098;The broom was in the corner.;the broom's in the corner;4;6;67;5;7;2;7;4;ALL_058_F_ENG_ENG_HT2_S007;58;1;ENG;69;05/09/2023 20:12
1098;The new road is on the map.;the new road is on the map;7;7;68;5;8;2;8;4;ALL_058_F_ENG_ENG_HT2_S008;58;1;ENG;69;05/09/2023 20:12
1098;She lost her credit card.;she lost her credit card;5;5;69;5;9;2;9;4;ALL_058_F_ENG_ENG_HT2_S009;58;1;ENG;69;05/09/2023 20:12
1098;The team is playing well.;the team is playing wet;4;5;70;5;10;2;10;4;ALL_058_F_ENG_ENG_HT2_S010;58;1;ENG;69;05/09/2023 20:12
1098;The boy did a handstand.;the boy did a handstand;5;5;71;5;11;2;11;4;ALL_058_F_ENG_ENG_HT2_S011;58;1;ENG;69;05/09/2023 20:12
1098;They took some food outside.;they took some food outside;5;5;72;5;12;2;12;4;ALL_058_F_ENG_ENG_HT2_S012;58;1;ENG;69;05/09/2023 20:12
1098;The young people are dancing.;the young people are dancing;5;5;73;5;13;2;13;4;ALL_058_F_ENG_ENG_HT2_S013;58;1;ENG;69;05/09/2023 20:12
1098;They waited for an hour.;they waited for an hour;5;5;74;5;14;2;14;4;ALL_058_F_ENG_ENG_HT2_S014;58;1;ENG;69;05/09/2023 20:12
1098;The shirts are in the closet.;the shirts are in the closet;6;6;75;5;15;2;15;4;ALL_058_F_ENG_ENG_HT2_S015;58;1;ENG;69;05/09/2023 20:12
1098;They watched the scary movie.;they watched a scary movie;4;5;76;6;1;2;16;6;ALL_058_F_ENG_ENG_HT2_S016;58;1;ENG;69;05/09/2023 20:12
1098;The milk is in a pitcher.;the milk is in a pitcher;6;6;77;6;2;2;17;6;ALL_058_F_ENG_ENG_HT2_S017;58;1;ENG;69;05/09/2023 20:13
1098;The truck drove up the road.;the truck drove up the road;6;6;78;6;3;2;18;6;ALL_058_F_ENG_ENG_HT2_S018;58;1;ENG;69;05/09/2023 20:13
1098;The tall man tied his shoes.;the tall man tied his shoe;5;6;79;6;4;2;19;6;ALL_058_F_ENG_ENG_HT2_S019;58;1;ENG;69;05/09/2023 20:13
1098;A letter fell on the floor.;a letter fell on the floor;6;6;80;6;5;2;20;6;ALL_058_F_ENG_ENG_HT2_S020;58;1;ENG;69;05/09/2023 20:13
1098;The ball bounced very high.;the ball bounced very high;5;5;81;6;6;2;21;6;ALL_058_F_ENG_ENG_HT2_S021;58;1;ENG;69;05/09/2023 20:13
